sentimento;palabra
miedo;hipertrofia
sorpresa;hipertrofia
negativo;hipocresía
desagrado;hipócrita
negativo;hipócrita
desagrado;hipócrita
negativo;hipócrita
anticipacion;hipótesis
sorpresa;hipótesis
miedo;histeria
negativo;histeria
enfado;histérico
miedo;histérico
negativo;histérico
positivo;idealismo
enfado;idiotez
desagrado;idiotez
negativo;idiotez
tristeza;idiotez
desagrado;idiota
negativo;idiota
enfado;idiota
desagrado;idiota
negativo;idiota
negativo;ocioso
positivo;ídolo
desagrado;idolatría
miedo;idolatría
negativo;idolatría
negativo;ignorancia
desagrado;ignorante
negativo;ignorante
negativo;ignorar
enfado;enfermo
desagrado;enfermo
miedo;enfermo
negativo;enfermo
tristeza;enfermo
enfado;ilegal
desagrado;ilegal
miedo;ilegal
negativo;ilegal
tristeza;ilegal
enfado;ilegalidad
desagrado;ilegalidad
miedo;ilegalidad
negativo;ilegalidad
negativo;ilegible
enfado;ilegítimo
desagrado;ilegítimo
miedo;ilegítimo
negativo;ilegítimo
tristeza;ilegítimo
sorpresa;ilegítimo
enfado;ilícito
desagrado;ilícito
miedo;ilícito
negativo;ilícito
desagrado;analfabeto
negativo;analfabeto
miedo;enfermedad
negativo;enfermedad
tristeza;enfermedad
negativo;ilógico
anticipacion;iluminar
alegria;iluminar
positivo;iluminar
sorpresa;iluminar
alegria;iluminación
positivo;iluminación
sorpresa;iluminación
confianza;iluminación
negativo;espejismo
sorpresa;espejismo
positivo;ilustrar
positivo;ilustre
positivo;imaginativo
negativo;imitado
negativo;imitación
alegria;inmaculado
positivo;inmaculado
confianza;inmaculado
anticipacion;inmaduro
negativo;inmaduro
enfado;inmadurez
anticipacion;inmadurez
negativo;inmadurez
sorpresa;inmediación
anticipacion;inmediatamente
negativo;inmediatamente
positivo;inmediatamente
positivo;inmenso
anticipacion;sumergirse
miedo;sumergirse
alegria;sumergirse
positivo;sumergirse
sorpresa;sumergirse
confianza;sumergirse
miedo;inmigrante
anticipacion;inminente
miedo;inminente
enfado;inmoral
desagrado;inmoral
miedo;inmoral
negativo;inmoral
tristeza;inmoral
enfado;inmoralidad
desagrado;inmoralidad
negativo;inmoralidad
positivo;inmortal
anticipacion;inmortalidad
negativo;inamovible
positivo;inamovible
confianza;inamovible
confianza;inmunización
negativo;perjudicar
negativo;discapacidad
positivo;impartir
confianza;impartir
positivo;imparcial
confianza;imparcial
positivo;imparcialidad
confianza;imparcialidad
negativo;infranqueable
negativo;impaciencia
anticipacion;impaciente
negativo;impaciente
desagrado;procesar
miedo;procesar
negativo;procesar
negativo;el proceso de destitución
positivo;impecable
confianza;impecable
negativo;impedir
anticipacion;inminente
miedo;inminente
confianza;impenetrable
negativo;imperfección
negativo;imperfectamente
enfado;impermeable
miedo;impermeable
negativo;personificar
negativo;interpretación
positivo;impermeable
negativo;implacable
enfado;implicar
negativo;implicar
desagrado;descortés
negativo;descortés
anticipacion;importancia
positivo;importancia
positivo;importante
confianza;importante
negativo;imposición
negativo;imposible
tristeza;imposible
enfado;impotencia
miedo;impotencia
negativo;impotencia
tristeza;impotencia
negativo;impotente
negativo;confiscar
negativo;impracticable
positivo;impresionar
positivo;impresión
confianza;impresionable
negativo;encarcelar
enfado;encarcelado
desagrado;encarcelado
miedo;encarcelado
negativo;encarcelado
tristeza;encarcelado
enfado;prisión
desagrado;prisión
miedo;prisión
negativo;prisión
tristeza;prisión
negativo;impropiedad
anticipacion;mejorar
alegria;mejorar
positivo;mejorar
confianza;mejorar
positivo;mejorado
alegria;mejora
positivo;mejora
confianza;mejora
positivo;mejorando
sorpresa;improvisación
anticipacion;improvisar
positivo;improvisar
sorpresa;improvisar
negativo;imprudente
tristeza;imprudente
desagrado;impuro
negativo;impuro
desagrado;impureza
negativo;impureza
negativo;imputación
negativo;incapacidad
tristeza;incapacidad
negativo;inaccesible
negativo;incorrecto
negativo;en acción
negativo;inactividad
negativo;insuficiencia
negativo;inadecuado
tristeza;inadecuado
enfado;inadmisible
desagrado;inadmisible
negativo;inadmisible
positivo;inalienable
negativo;inane
negativo;inaplicable
enfado;inapropiado
desagrado;inapropiado
negativo;inapropiado
tristeza;inapropiado
enfado;inatención
negativo;inatención
negativo;inaudible
anticipacion;inaugural
anticipacion;inauguración
alegria;inauguración
positivo;inauguración
confianza;inauguración
negativo;incalculable
negativo;incapacidad
enfado;encarcelamiento
desagrado;encarcelamiento
miedo;encarcelamiento
negativo;encarcelamiento
tristeza;encarcelamiento
enfado;en caso
desagrado;en caso
miedo;en caso
negativo;en caso
tristeza;en caso
enfado;incendiario
miedo;incendiario
negativo;incendiario
sorpresa;incendiario
enfado;incienso
negativo;incienso
negativo;incesante
enfado;incesto
desagrado;incesto
miedo;incesto
negativo;incesto
tristeza;incesto
desagrado;incestuoso
negativo;incestuoso
sorpresa;incidente
negativo;incineración
positivo;incisivo
enfado;incitar
anticipacion;incitar
miedo;incitar
negativo;incitar
negativo;inclemente
confianza;inclinación
positivo;incluir
positivo;incluido
positivo;incluso
confianza;inclusión
positivo;inclusivo
negativo;incoherente
anticipacion;ingresos
alegria;ingresos
negativo;ingresos
positivo;ingresos
tristeza;ingresos
confianza;ingresos
enfado;incompatible
desagrado;incompatible
negativo;incompatible
tristeza;incompatible
negativo;incompetencia
enfado;incompetente
negativo;incompetente
tristeza;incompetente
negativo;incompletitud
negativo;incomprensible
enfado;incongruente
negativo;incongruente
negativo;inconsecuente
tristeza;inconsecuente
enfado;desconsiderado
desagrado;desconsiderado
negativo;desconsiderado
tristeza;desconsiderado
negativo;inconsecuencia
sorpresa;incontinencia
enfado;inconveniente
desagrado;inconveniente
negativo;inconveniente
tristeza;inconveniente
negativo;incorrecto
positivo;incrementar
enfado;incrédulo
desagrado;incrédulo
negativo;incrédulo
miedo;incriminación
negativo;incriminación
tristeza;incriminación
desagrado;íncubo
miedo;íncubo
negativo;íncubo
negativo;incurrir en
enfado;incurable
desagrado;incurable
miedo;incurable
negativo;incurable
tristeza;incurable
miedo;incursión
negativo;incursión
enfado;indecencia
desagrado;indecencia
desagrado;indecente
negativo;indecente
negativo;indecisión
negativo;indeciso
miedo;indefendible
negativo;indefendible
positivo;indeleble
confianza;indeleble
negativo;indemnizar
positivo;indemnidad
confianza;indemnidad
confianza;sangrar
enfado;escritura
negativo;escritura
anticipacion;independencia
alegria;independencia
positivo;independencia
sorpresa;independencia
confianza;independencia
positivo;indestructible
confianza;indestructible
negativo;indeterminado
enfado;procesar
miedo;procesar
negativo;procesar
miedo;acusación
negativo;acusación
enfado;indiferencia
desagrado;indiferencia
miedo;indiferencia
negativo;indiferencia
tristeza;indiferencia
negativo;indigente
tristeza;indigente
enfado;indignado
negativo;indignado
enfado;indignación
desagrado;indignación
negativo;indignación
negativo;indistinto
positivo;individualidad
confianza;indivisible
enfado;adoctrinamiento
miedo;adoctrinamiento
negativo;adoctrinamiento
negativo;indolente
miedo;indomable
positivo;indomable
positivo;inefable
negativo;ineficaz
desagrado;ineficaz
negativo;ineficaz
desagrado;ineficacia
negativo;ineficacia
tristeza;ineficacia
negativo;ineficiente
tristeza;ineficiente
enfado;inepto
desagrado;inepto
negativo;inepto
desagrado;ineptitud
miedo;ineptitud
negativo;ineptitud
tristeza;ineptitud
enfado;desigualdad
miedo;desigualdad
negativo;desigualdad
tristeza;desigualdad
negativo;injusto
negativo;inerte
enfado;inexcusable
desagrado;inexcusable
negativo;inexcusable
tristeza;inexcusable
positivo;barato
negativo;inexperiencia
negativo;inexperto
negativo;inexplicable
sorpresa;inexplicable
confianza;infalibilidad
positivo;infalible
enfado;infame
desagrado;infame
miedo;infame
negativo;infame
negativo;infamia
tristeza;infamia
anticipacion;infantil
miedo;infantil
alegria;infantil
positivo;infantil
sorpresa;infantil
enfado;infanticidio
anticipacion;infanticidio
desagrado;infanticidio
miedo;infanticidio
negativo;infanticidio
tristeza;infanticidio
enfado;infantil
desagrado;infantil
negativo;infantil
miedo;infarto
negativo;infarto
sorpresa;infarto
desagrado;infectar
negativo;infectar
miedo;infección
negativo;infección
desagrado;infeccioso
miedo;infeccioso
negativo;infeccioso
tristeza;infeccioso
negativo;inferior
tristeza;inferior
negativo;inferioridad
enfado;infierno
miedo;infierno
negativo;infierno
negativo;esterilidad
tristeza;esterilidad
desagrado;infestación
miedo;infestación
negativo;infestación
enfado;infiel
desagrado;infiel
miedo;infiel
negativo;infiel
enfado;infidelidad
desagrado;infidelidad
miedo;infidelidad
negativo;infidelidad
tristeza;infidelidad
negativo;infiltración
positivo;infiltración
positivo;infinito
anticipacion;infinito
alegria;infinito
positivo;infinito
confianza;infinito
negativo;enfermizo
miedo;enfermedad
negativo;enfermedad
negativo;inflamación
negativo;inflado
miedo;inflación
negativo;inflación
enfado;infligir
miedo;infligir
negativo;infligir
tristeza;infligir
miedo;imposición
negativo;imposición
tristeza;imposición
negativo;influencia
positivo;influencia
positivo;influyente
confianza;influyente
negativo;influenza
confianza;informar
positivo;información
negativo;informador
enfado;infracción
negativo;infracción
sorpresa;infrecuente
negativo;con poca frecuencia
negativo;infracción
positivo;ingenioso
anticipacion;herencia
alegria;herencia
positivo;herencia
sorpresa;herencia
confianza;herencia
enfado;inhibir
desagrado;inhibir
negativo;inhibir
tristeza;inhibir
negativo;inhóspito
tristeza;inhóspito
enfado;inhumano
desagrado;inhumano
miedo;inhumano
negativo;inhumano
tristeza;inhumano
negativo;inhumanidad
tristeza;inhumanidad
enfado;hostil
negativo;hostil
tristeza;hostil
positivo;inimitable
confianza;inimitable
desagrado;iniquidad
negativo;iniquidad
miedo;inyección
negativo;mandato
enfado;lesionar
miedo;lesionar
negativo;lesionar
tristeza;lesionar
miedo;lesionado
negativo;lesionado
tristeza;lesionado
enfado;perjudicial
miedo;perjudicial
negativo;perjudicial
tristeza;perjudicial
enfado;lesión
miedo;lesión
negativo;lesión
tristeza;lesión
enfado;injusticia
negativo;injusticia
desagrado;preso
miedo;preso
negativo;preso
positivo;inocencia
positivo;inocente
confianza;inocente
positivo;inocentemente
positivo;inocuo
positivo;innovar
positivo;innovación
anticipacion;inoculación
confianza;inoculación
enfado;inoperante
negativo;inoperante
positivo;investigador
anticipacion;investigación
positivo;investigación
positivo;inquisitivo
enfado;insano
miedo;insano
negativo;insano
enfado;locura
desagrado;locura
miedo;locura
negativo;locura
tristeza;locura
enfado;inseguro
miedo;inseguro
negativo;inseguro
tristeza;inseguro
miedo;inseguridad
negativo;inseguridad
alegria;inseparable
positivo;inseparable
confianza;inseparable
enfado;insidioso
desagrado;insidioso
miedo;insidioso
negativo;insidioso
positivo;insignias
negativo;insignificancia
enfado;insignificante
negativo;insignificante
tristeza;insignificante
negativo;insípido
negativo;insolente
miedo;insolvencia
negativo;insolvencia
tristeza;insolvencia
sorpresa;insolvencia
miedo;insolvente
negativo;insolvente
tristeza;insolvente
confianza;insolvente
positivo;inspector
anticipacion;inspiración
alegria;inspiración
positivo;inspiración
anticipacion;inspirar
alegria;inspirar
positivo;inspirar
confianza;inspirar
alegria;inspirado
positivo;inspirado
sorpresa;inspirado
confianza;inspirado
desagrado;inestabilidad
miedo;inestabilidad
negativo;inestabilidad
anticipacion;Instalar en pc
negativo;instigar
negativo;instigación
enfado;instintivo
desagrado;instintivo
miedo;instintivo
positivo;instintivo
confianza;instituto
positivo;instruir
confianza;instruir
positivo;instrucción
confianza;instrucción
anticipacion;instrucciones
confianza;instrucciones
anticipacion;instructor
positivo;instructor
confianza;instructor
positivo;instrumental
enfado;insuficiencia
negativo;insuficiencia
negativo;insuficiente
negativo;insuficientemente
confianza;aislamiento
enfado;insulto
desagrado;insulto
negativo;insulto
tristeza;insulto
sorpresa;insulto
enfado;insultante
desagrado;insultante
miedo;insultante
negativo;insultante
tristeza;insultante
positivo;asegurar
confianza;asegurar
negativo;insurgente
miedo;insuperable
negativo;insuperable
tristeza;insuperable
enfado;insurrección
negativo;insurrección
positivo;intacto
confianza;intacto
positivo;integridad
confianza;integridad
positivo;intelecto
positivo;intelectual
miedo;inteligencia
alegria;inteligencia
positivo;inteligencia
confianza;inteligencia
positivo;inteligente
confianza;inteligente
confianza;intentar
anticipacion;destinado a
positivo;destinado a
enfado;intenso
desagrado;intenso
miedo;intenso
alegria;intenso
negativo;intenso
positivo;intenso
sorpresa;intenso
confianza;intenso
negativo;enterrar
tristeza;enterrar
miedo;interceder
tristeza;interceder
confianza;intercesión
positivo;coito
negativo;interdicción
positivo;interesar
desagrado;interesado
positivo;interesado
tristeza;interesado
positivo;interesante
negativo;interferencia
anticipacion;provisional
desagrado;interior
positivo;interior
confianza;interior
positivo;interlocutorio
positivo;interludio
negativo;entierro
tristeza;entierro
enfado;interminable
anticipacion;interminable
negativo;interminable
positivo;interminable
anticipacion;descanso
miedo;interrogar
miedo;interrogatorio
enfado;interrumpir
negativo;interrumpir
sorpresa;interrumpir
negativo;interrumpido
tristeza;interrumpido
negativo;intervención
positivo;intervención
tristeza;intervención
miedo;entrevistador
negativo;intestado
desagrado;intestinal
anticipacion;íntimo
alegria;íntimo
positivo;íntimo
confianza;íntimo
anticipacion;íntimamente
miedo;íntimamente
alegria;íntimamente
miedo;intimidar
negativo;intimidar
enfado;intimidación
miedo;intimidación
negativo;intimidación
enfado;intolerable
negativo;intolerable
enfado;intolerancia
desagrado;intolerancia
miedo;intolerancia
negativo;intolerancia
enfado;intolerante
desagrado;intolerante
miedo;intolerante
negativo;intolerante
tristeza;intolerante
positivo;entonación
desagrado;embriagado
negativo;embriagado
enfado;intratable
negativo;intratable
positivo;intrépido
anticipacion;intriga
miedo;intriga
negativo;intriga
sorpresa;intriga
enfado;intruso
miedo;intruso
negativo;intruso
sorpresa;intruso
miedo;intrusión
negativo;intrusión
enfado;intruso
desagrado;intruso
miedo;intruso
negativo;intruso
sorpresa;intruso
positivo;intuición
confianza;intuición
positivo;intuitivo
anticipacion;intuitivamente
enfado;invadir
miedo;invadir
negativo;invadir
tristeza;invadir
sorpresa;invadir
enfado;invasor
miedo;invasor
negativo;invasor
tristeza;invasor
tristeza;inválido
negativo;invalidar
negativo;invalidación
negativo;invalidez
positivo;invariablemente
enfado;invasión
negativo;invasión
positivo;inventivo
positivo;inventor
positivo;investigar
anticipacion;investigación
positivo;vigorizar
anticipacion;invitación
positivo;invitación
anticipacion;invitación
alegria;invitación
positivo;invitación
sorpresa;invitación
confianza;invitación
anticipacion;atractivo
alegria;atractivo
positivo;atractivo
sorpresa;atractivo
confianza;atractivo
anticipacion;invocación
confianza;invocación
anticipacion;invocar
negativo;involuntario
enfado;involución
negativo;involución
enfado;intervención
enfado;airado
negativo;airado
enfado;ira
negativo;ira
miedo;iris
positivo;hierro
confianza;hierro
negativo;hierros
desagrado;irracional
miedo;irracional
negativo;irracional
negativo;irracionalidad
enfado;irreconciliable
miedo;irreconciliable
negativo;irreconciliable
tristeza;irreconciliable
positivo;irreducible
positivo;irrefutable
confianza;irrefutable
negativo;irregular
negativo;irregularidad
negativo;irrelevante
miedo;irreparable
negativo;irreparable
tristeza;irreparable
negativo;irresponsable
negativo;irreverente
negativo;irrevocable
enfado;irritabilidad
negativo;irritabilidad
enfado;irritable
negativo;irritable
enfado;irritante
desagrado;irritante
negativo;irritante
enfado;irritación
desagrado;irritación
negativo;irritación
tristeza;irritación
tristeza;aislar
miedo;aislado
negativo;aislado
tristeza;aislado
negativo;aislamiento
tristeza;aislamiento
enfado;pinchazo
negativo;farfullar
anticipacion;bote
alegria;bote
positivo;bote
sorpresa;bote
miedo;cárcel
negativo;cárcel
tristeza;cárcel
positivo;mermelada
desagrado;portero
negativo;jerga
miedo;discorde
negativo;discorde
tristeza;discorde
miedo;ictericia
negativo;ictericia
miedo;mandíbulas
enfado;celoso
desagrado;celoso
negativo;celoso
enfado;celos
desagrado;celos
miedo;celos
negativo;celos
tristeza;celos
enfado;poner en peligro
miedo;poner en peligro
negativo;poner en peligro
anticipacion;peligro
miedo;peligro
negativo;peligro
enfado;imbécil
sorpresa;imbécil
alegria;broma
positivo;broma
sorpresa;broma
positivo;trabajo
desagrado;Juan
negativo;Juan
positivo;unirse
positivo;unido
negativo;broma
alegria;bufón
positivo;bufón
sorpresa;bufón
positivo;bromas
sorpresa;sacudida
negativo;jornada
confianza;periodismo
positivo;periodista
anticipacion;viaje
miedo;viaje
alegria;viaje
positivo;viaje
confianza;oficial
alegria;jovial
positivo;jovial
alegria;alegría
positivo;alegría
alegria;alegre
positivo;alegre
confianza;alegre
alegria;jubiloso
positivo;jubiloso
alegria;jubiloso
positivo;jubiloso
sorpresa;jubiloso
confianza;jubiloso
alegria;aniversario
positivo;aniversario
sorpresa;aniversario
sorpresa;juicio
anticipacion;judicial
positivo;judicial
confianza;judicial
anticipacion;judicial
confianza;judicial
positivo;juicioso
confianza;juicioso
negativo;revoltijo
alegria;saltar
positivo;saltar
miedo;selva
negativo;basura
negativo;junta
tristeza;jurisprudencia
confianza;jurista
confianza;jurado
positivo;justicia
confianza;justicia
positivo;justificable
confianza;justificable
positivo;justificación
negativo;juvenil
positivo;recuerdo
positivo;conocido
tristeza;perrera
negativo;kern
miedo;queroseno
positivo;fundamental
positivo;piedra clave
miedo;kan
confianza;kan
enfado;golpear
negativo;golpear
enfado;pateando
enfado;secuestrar
miedo;secuestrar
negativo;secuestrar
tristeza;secuestrar
sorpresa;secuestrar
miedo;matar
negativo;matar
tristeza;matar
enfado;asesinato
miedo;asesinato
negativo;asesinato
tristeza;asesinato
alegria;tipo
positivo;tipo
confianza;tipo
positivo;amabilidad
anticipacion;parientes
alegria;parientes
positivo;parientes
confianza;parientes
positivo;Rey
anticipacion;Beso
alegria;Beso
positivo;Beso
sorpresa;Beso
desagrado;cometa
negativo;cometa
alegria;gatito
positivo;gatito
confianza;gatito
positivo;maña
miedo;toque de difuntos
negativo;toque de difuntos
tristeza;toque de difuntos
confianza;bragas
positivo;Caballero
negativo;anudado
positivo;conocimiento
positivo;conocimiento
alegria;prestigio
positivo;prestigio
confianza;etiqueta
anticipacion;labor
alegria;labor
positivo;labor
sorpresa;labor
confianza;labor
negativo;trabajado
tristeza;trabajado
negativo;laborioso
anticipacion;laberinto
negativo;laberinto
enfado;cordón
miedo;cordón
negativo;cordón
positivo;cordón
tristeza;cordón
confianza;cordón
negativo;carencia
negativo;carente
negativo;deslucido
negativo;cargado
negativo;retraso
enfado;rezagado
anticipacion;rezagado
desagrado;rezagado
negativo;rezagado
tristeza;rezagado
negativo;guarida
alegria;Cordero
positivo;Cordero
confianza;Cordero
desagrado;lamento
miedo;lamento
negativo;lamento
tristeza;lamento
tristeza;lamentando
positivo;tierra
positivo;aterrizado
confianza;punto de referencia
miedo;deslizamiento de tierra
negativo;deslizamiento de tierra
tristeza;deslizamiento de tierra
negativo;lánguido
negativo;languidecer
miedo;languideciendo
negativo;languideciendo
tristeza;languideciendo
negativo;lapso
desagrado;hurto
negativo;hurto
desagrado;mas grande
sorpresa;mas grande
confianza;mas grande
positivo;láser
confianza;láser
enfado;latigazo
miedo;latigazo
negativo;latigazo
negativo;tarde
tristeza;tarde
negativo;retraso
enfado;latente
anticipacion;latente
desagrado;latente
negativo;latente
sorpresa;latente
desagrado;letrinas
negativo;letrinas
positivo;loable
alegria;risa
positivo;risa
sorpresa;risa
desagrado;cómico
negativo;cómico
alegria;riendo
positivo;riendo
anticipacion;la risa
alegria;la risa
positivo;la risa
sorpresa;la risa
anticipacion;lanzamiento
positivo;lanzamiento
positivo;laureado
confianza;laureado
positivo;laurel
alegria;laureles
positivo;laureles
enfado;lava
miedo;lava
negativo;lava
desagrado;lavabo
positivo;prodigar
confianza;ley
positivo;legal
confianza;legal
enfado;desorden
miedo;desorden
negativo;desorden
enfado;demanda judicial
desagrado;demanda judicial
miedo;demanda judicial
negativo;demanda judicial
tristeza;demanda judicial
sorpresa;demanda judicial
enfado;abogado
desagrado;abogado
miedo;abogado
negativo;abogado
negativo;flojo
tristeza;flojo
desagrado;laxante
miedo;laxante
negativo;laxante
negativo;perezoso
positivo;dirigir
positivo;líder
confianza;líder
confianza;líder
positivo;liga
negativo;fuga
negativo;fuga
negativo;agujereado
confianza;propensión
positivo;aprender
positivo;aprendizaje
negativo;salir
tristeza;salir
sorpresa;salir
positivo;conferenciante
negativo;sanguijuela
desagrado;sanguijuelas
miedo;sanguijuelas
negativo;sanguijuelas
desagrado;mirada lasciva
negativo;mirada lasciva
sorpresa;sospechoso
positivo;libertad de acción
positivo;legal
confianza;legal
enfado;legalizado
miedo;legalizado
alegria;legalizado
positivo;legalizado
confianza;legalizado
positivo;legendario
positivo;legibilidad
positivo;legible
confianza;legislador
confianza;legislatura
confianza;legitimidad
anticipacion;ocio
alegria;ocio
positivo;ocio
sorpresa;ocio
confianza;ocio
positivo;sin prisa
positivo;lema
desagrado;limón
negativo;limón
confianza;prestador
positivo;indulgente
desagrado;lepra
miedo;lepra
negativo;lepra
tristeza;lepra
desagrado;lesbiana
negativo;lesbiana
tristeza;lesbiana
anticipacion;Minimizar
negativo;Minimizar
desagrado;menor
negativo;menor
anticipacion;lección
positivo;lección
confianza;lección
desagrado;letal
miedo;letal
negativo;letal
tristeza;letal
negativo;letargo
tristeza;letargo
anticipacion;letra
anticipacion;letrado
positivo;letrado
confianza;letrado
enfado;leucemia
miedo;leucemia
negativo;leucemia
tristeza;leucemia
confianza;dique
positivo;nivel
confianza;nivel
positivo;apalancamiento
negativo;exacción
desagrado;lascivo
negativo;lascivo
negativo;enlace
desagrado;mentiroso
negativo;mentiroso
enfado;difamación
miedo;difamación
negativo;difamación
confianza;difamación
negativo;liberal
positivo;liberal
enfado;liberar
anticipacion;liberar
alegria;liberar
positivo;liberar
sorpresa;liberar
confianza;liberar
anticipacion;liberación
alegria;liberación
positivo;liberación
sorpresa;liberación
anticipacion;libertad
alegria;libertad
positivo;libertad
sorpresa;libertad
confianza;libertad
positivo;biblioteca
desagrado;lamer
negativo;lamer
enfado;mentira
desagrado;mentira
negativo;mentira
tristeza;mentira
confianza;teniente
positivo;alma
miedo;sin vida
negativo;sin vida
tristeza;sin vida
positivo;faro
enfado;relámpago
miedo;relámpago
sorpresa;relámpago
alegria;gusto
positivo;gusto
confianza;gusto
enfado;limitado
negativo;limitado
tristeza;limitado
negativo;cojear
miedo;líneas
anticipacion;persistir
positivo;lingüista
confianza;lingüista
negativo;hilas
miedo;león
positivo;león
enfado;espíritu
alegria;espíritu
negativo;espíritu
tristeza;espíritu
negativo;apático
tristeza;apático
positivo;ágil
negativo;litigante
enfado;litigar
anticipacion;litigar
desagrado;litigar
miedo;litigar
negativo;litigar
tristeza;litigar
negativo;litigio
enfado;litigioso
desagrado;litigioso
negativo;litigioso
negativo;camada
enfado;lívido
desagrado;lívido
negativo;lívido
negativo;pan
negativo;mocasín
enfado;poco dispuesto
negativo;poco dispuesto
enfado;detestar
desagrado;detestar
negativo;detestar
desagrado;aversión
negativo;aversión
enfado;repugnante
desagrado;repugnante
negativo;repugnante
negativo;cabildero
anticipacion;localizar
miedo;cárcel
negativo;cárcel
tristeza;cárcel
miedo;langosta
negativo;langosta
confianza;alojamiento
negativo;elevado
positivo;lógico
tristeza;solitario
miedo;soledad
negativo;soledad
tristeza;soledad
enfado;solitario
desagrado;solitario
miedo;solitario
negativo;solitario
tristeza;solitario
negativo;solitario
tristeza;solitario
anticipacion;largo
positivo;longevidad
anticipacion;nostalgia
tristeza;nostalgia
desagrado;lavabo
negativo;lavabo
anticipacion;telar
miedo;telar
negativo;telar
desagrado;somorgujo
negativo;somorgujo
negativo;loco
negativo;botín
desagrado;señor
negativo;señor
positivo;señor
confianza;señor
positivo;señorío
enfado;perder
desagrado;perder
miedo;perder
negativo;perder
tristeza;perder
sorpresa;perder
enfado;perdiendo
negativo;perdiendo
tristeza;perdiendo
enfado;pérdida
miedo;pérdida
negativo;pérdida
tristeza;pérdida
negativo;perdió
tristeza;perdió
anticipacion;lotería
enfado;volumen
negativo;volumen
negativo;salón
desagrado;piojo
negativo;piojo
alegria;amable
positivo;amable
confianza;amable
alegria;amor
positivo;amor
anticipacion;encantador
alegria;encantador
positivo;encantador
tristeza;encantador
sorpresa;encantador
confianza;encantador
alegria;haciendo el amor
positivo;haciendo el amor
confianza;haciendo el amor
anticipacion;amante
alegria;amante
positivo;amante
confianza;amante
alegria;amoroso
positivo;amoroso
confianza;amoroso
negativo;inferior
tristeza;inferior
negativo;encapotado
negativo;más bajo
tristeza;más bajo
negativo;Tierras Bajas
negativo;humilde
tristeza;humilde
miedo;leal
alegria;leal
positivo;leal
sorpresa;leal
confianza;leal
positivo;lealtad
confianza;lealtad
anticipacion;suerte
alegria;suerte
positivo;suerte
sorpresa;suerte
alegria;suerte
positivo;suerte
sorpresa;suerte
negativo;ridículo
anticipacion;calma
negativo;pesado
negativo;terrón
desagrado;aterronado
negativo;aterronado
enfado;locura
desagrado;locura
miedo;locura
negativo;locura
tristeza;locura
enfado;lunático
desagrado;lunático
miedo;lunático
negativo;lunático
sorpresa;estocada
negativo;estacada
negativo;señuelo
desagrado;espeluznante
negativo;espeluznante
negativo;Acechar
negativo;alfombrilla de ratón
anticipacion;delicioso
alegria;delicioso
positivo;delicioso
desagrado;lozano
negativo;lozano
tristeza;lozano
anticipacion;lujuria
negativo;lujuria
alegria;lustre
positivo;lustre
negativo;libidinoso
positivo;lustroso
desagrado;fuerte
positivo;exuberante
alegria;lujoso
positivo;lujoso
alegria;lujo
positivo;lujo
enfado;acostado
desagrado;acostado
negativo;acostado
enfado;linchar
desagrado;linchar
miedo;linchar
negativo;linchar
tristeza;linchar
alegria;lira
positivo;lira
alegria;lírico
positivo;lírico
miedo;Mazo
negativo;Mazo
confianza;máquina
enfado;enojado
desagrado;enojado
miedo;enojado
negativo;enojado
tristeza;enojado
enfado;enloquecer
miedo;enloquecer
negativo;enloquecer
enfado;loco
miedo;loco
negativo;loco
enfado;Locura
miedo;Locura
negativo;Locura
miedo;mafia
negativo;mafia
miedo;mago
desagrado;gusano
negativo;gusano
anticipacion;mágico
alegria;mágico
positivo;mágico
sorpresa;mágico
sorpresa;mago
positivo;imán
confianza;imán
positivo;magnetismo
positivo;magnetita
anticipacion;magnificencia
alegria;magnificencia
positivo;magnificencia
confianza;magnificencia
anticipacion;magnífico
alegria;magnífico
positivo;magnífico
sorpresa;magnífico
confianza;magnífico
positivo;doncella
anticipacion;correo
positivo;principal
positivo;pilar
confianza;pilar
confianza;mantenimiento
anticipacion;majestuoso
alegria;majestuoso
positivo;majestuoso
sorpresa;majestuoso
confianza;majestuoso
positivo;majestad
confianza;majestad
positivo;mayor
alegria;mayoria
positivo;mayoria
confianza;mayoria
negativo;improvisado
negativo;enfermedad
negativo;malestar
tristeza;malestar
desagrado;malaria
miedo;malaria
negativo;malaria
tristeza;malaria
enfado;malévolo
desagrado;malévolo
miedo;malévolo
negativo;malévolo
tristeza;malévolo
desagrado;crimen
negativo;crimen
negativo;malformación
enfado;malicia
miedo;malicia
negativo;malicia
enfado;malicioso
desagrado;malicioso
miedo;malicioso
negativo;malicioso
tristeza;malicioso
enfado;maligno
desagrado;maligno
negativo;maligno
miedo;malignidad
negativo;malignidad
tristeza;malignidad
enfado;maligno
miedo;maligno
negativo;maligno
enfado;negligencia profesional
negativo;negligencia profesional
confianza;mamá
positivo;gestionar
confianza;gestionar
positivo;administración
confianza;administración
miedo;mandamus
negativo;mandamus
positivo;mandarín
confianza;mandarín
desagrado;sarna
miedo;sarna
negativo;sarna
enfado;mutilar
desagrado;mutilar
miedo;mutilar
negativo;mutilar
tristeza;mutilar
positivo;virilidad
negativo;manía
enfado;maníaco
miedo;maníaco
negativo;maníaco
negativo;maníaco
miedo;manifestación
positivo;manifestado
negativo;manipular
enfado;manipulación
miedo;manipulación
negativo;manipulación
positivo;varonil
positivo;maná
positivo;amanerado
positivo;modales
