Sentimientos;word
negativo;invalidez
positivo;invariablemente
ira;invasión
negativo;invasión
positivo;inventivo
positivo;inventor
positivo;investigar
anticipacion;investigación
positivo;vigorizar
anticipacion;invitación
positivo;invitación
anticipacion;invitación
alegría;invitación
positivo;invitación
sorpresa;invitación
confianza;invitación
anticipacion;atractivo
alegría;atractivo
positivo;atractivo
sorpresa;atractivo
confianza;atractivo
anticipacion;invocación
confianza;invocación
anticipacion;invocar
negativo;involuntario
ira;involución
negativo;involución
ira;intervención
ira;airado
negativo;airado
ira;ira
negativo;ira
miedo;iris
positivo;hierro
confianza;hierro
negativo;hierros
desagrado;irracional
miedo;irracional
negativo;irracional
negativo;irracionalidad
ira;irreconciliable
miedo;irreconciliable
negativo;irreconciliable
tristeza;irreconciliable
positivo;irreducible
positivo;irrefutable
confianza;irrefutable
negativo;irregular
negativo;irregularidad
negativo;irrelevante
miedo;irreparable
negativo;irreparable
tristeza;irreparable
negativo;irresponsable
negativo;irreverente
negativo;irrevocable
ira;irritabilidad
negativo;irritabilidad
ira;irritable
negativo;irritable
ira;irritante
desagrado;irritante
negativo;irritante
ira;irritación
desagrado;irritación
negativo;irritación
tristeza;irritación
tristeza;aislar
miedo;aislado
negativo;aislado
tristeza;aislado
negativo;aislamiento
tristeza;aislamiento
ira;pinchazo
negativo;farfullar
anticipacion;bote
alegría;bote
positivo;bote
sorpresa;bote
miedo;cárcel
negativo;cárcel
tristeza;cárcel
positivo;mermelada
desagrado;portero
negativo;jerga
miedo;discorde
negativo;discorde
tristeza;discorde
miedo;ictericia
negativo;ictericia
miedo;mandíbulas
ira;celoso
desagrado;celoso
negativo;celoso
ira;celos
desagrado;celos
miedo;celos
negativo;celos
tristeza;celos
ira;poner en peligro
miedo;poner en peligro
negativo;poner en peligro
anticipacion;peligro
miedo;peligro
negativo;peligro
ira;imbécil
sorpresa;imbécil
alegría;broma
positivo;broma
sorpresa;broma
positivo;trabajo
desagrado;Juan
negativo;Juan
positivo;unirse
positivo;unido
negativo;broma
alegría;bufón
positivo;bufón
sorpresa;bufón
positivo;bromas
sorpresa;sacudida
negativo;jornada
confianza;periodismo
positivo;periodista
anticipacion;viaje
miedo;viaje
alegría;viaje
positivo;viaje
confianza;oficial
alegría;jovial
positivo;jovial
alegría;alegría
positivo;alegría
alegría;alegre
positivo;alegre
confianza;alegre
alegría;jubiloso
positivo;jubiloso
alegría;jubiloso
positivo;jubiloso
sorpresa;jubiloso
confianza;jubiloso
alegría;aniversario
positivo;aniversario
sorpresa;aniversario
sorpresa;juicio
anticipacion;judicial
positivo;judicial
confianza;judicial
anticipacion;judicial
confianza;judicial
positivo;juicioso
confianza;juicioso
negativo;revoltijo
alegría;saltar
positivo;saltar
miedo;selva
negativo;basura
negativo;junta
tristeza;jurisprudencia
confianza;jurista
confianza;jurado
positivo;justicia
confianza;justicia
positivo;justificable
confianza;justificable
positivo;justificación
negativo;juvenil
positivo;recuerdo
positivo;conocido
tristeza;perrera
negativo;kern
miedo;queroseno
positivo;fundamental
positivo;piedra clave
miedo;kan
confianza;kan
ira;golpear
negativo;golpear
ira;pateando
ira;secuestrar
miedo;secuestrar
negativo;secuestrar
tristeza;secuestrar
sorpresa;secuestrar
miedo;matar
negativo;matar
tristeza;matar
ira;asesinato
miedo;asesinato
negativo;asesinato
tristeza;asesinato
alegría;tipo
positivo;tipo
confianza;tipo
positivo;amabilidad
anticipacion;parientes
alegría;parientes
positivo;parientes
confianza;parientes
positivo;Rey
anticipacion;Beso
alegría;Beso
positivo;Beso
sorpresa;Beso
desagrado;cometa
negativo;cometa
alegría;gatito
positivo;gatito
confianza;gatito
positivo;maña
miedo;toque de difuntos
negativo;toque de difuntos
tristeza;toque de difuntos
confianza;bragas
positivo;Caballero
negativo;anudado
positivo;conocimiento
positivo;conocimiento
alegría;prestigio
positivo;prestigio
confianza;etiqueta
anticipacion;labor
alegría;labor
positivo;labor
sorpresa;labor
confianza;labor
negativo;trabajado
tristeza;trabajado
negativo;laborioso
anticipacion;laberinto
negativo;laberinto
ira;cordón
miedo;cordón
negativo;cordón
positivo;cordón
tristeza;cordón
confianza;cordón
negativo;carencia
negativo;carente
negativo;deslucido
negativo;cargado
negativo;retraso
ira;rezagado
anticipacion;rezagado
desagrado;rezagado
negativo;rezagado
tristeza;rezagado
negativo;guarida
alegría;Cordero
positivo;Cordero
confianza;Cordero
desagrado;lamento
miedo;lamento
negativo;lamento
tristeza;lamento
tristeza;lamentando
positivo;tierra
positivo;aterrizado
confianza;punto de referencia
miedo;deslizamiento de tierra
negativo;deslizamiento de tierra
tristeza;deslizamiento de tierra
negativo;lánguido
negativo;languidecer
miedo;languideciendo
negativo;languideciendo
tristeza;languideciendo
negativo;lapso
desagrado;hurto
negativo;hurto
desagrado;mas grande
sorpresa;mas grande
confianza;mas grande
positivo;láser
confianza;láser
ira;latigazo
miedo;latigazo
negativo;latigazo
negativo;tarde
tristeza;tarde
negativo;retraso
ira;latente
anticipacion;latente
desagrado;latente
negativo;latente
sorpresa;latente
desagrado;letrinas
negativo;letrinas
positivo;loable
alegría;risa
positivo;risa
sorpresa;risa
desagrado;cómico
negativo;cómico
alegría;riendo
positivo;riendo
anticipacion;la risa
alegría;la risa
positivo;la risa
sorpresa;la risa
anticipacion;lanzamiento
positivo;lanzamiento
positivo;laureado
confianza;laureado
positivo;laurel
alegría;laureles
positivo;laureles
ira;lava
miedo;lava
negativo;lava
desagrado;lavabo
positivo;prodigar
confianza;ley
positivo;legal
confianza;legal
ira;desorden
miedo;desorden
negativo;desorden
ira;demanda judicial
desagrado;demanda judicial
miedo;demanda judicial
negativo;demanda judicial
tristeza;demanda judicial
sorpresa;demanda judicial
ira;abogado
desagrado;abogado
miedo;abogado
negativo;abogado
negativo;flojo
tristeza;flojo
desagrado;laxante
miedo;laxante
negativo;laxante
negativo;perezoso
positivo;dirigir
positivo;líder
confianza;líder
confianza;líder
positivo;liga
negativo;fuga
negativo;fuga
negativo;agujereado
confianza;propensión
positivo;aprender
positivo;aprendizaje
negativo;salir
tristeza;salir
sorpresa;salir
positivo;conferenciante
negativo;sanguijuela
desagrado;sanguijuelas
miedo;sanguijuelas
negativo;sanguijuelas
desagrado;mirada lasciva
negativo;mirada lasciva
sorpresa;sospechoso
positivo;libertad de acción
positivo;legal
confianza;legal
ira;legalizado
miedo;legalizado
alegría;legalizado
positivo;legalizado
confianza;legalizado
positivo;legendario
positivo;legibilidad
positivo;legible
confianza;legislador
confianza;legislatura
confianza;legitimidad
anticipacion;ocio
alegría;ocio
positivo;ocio
sorpresa;ocio
confianza;ocio
positivo;sin prisa
positivo;lema
desagrado;limón
negativo;limón
confianza;prestador
positivo;indulgente
desagrado;lepra
miedo;lepra
negativo;lepra
tristeza;lepra
desagrado;lesbiana
negativo;lesbiana
tristeza;lesbiana
anticipacion;Minimizar
negativo;Minimizar
desagrado;menor
negativo;menor
anticipacion;lección
positivo;lección
confianza;lección
desagrado;letal
miedo;letal
negativo;letal
tristeza;letal
negativo;letargo
tristeza;letargo
anticipacion;letra
anticipacion;letrado
positivo;letrado
confianza;letrado
ira;leucemia
miedo;leucemia
negativo;leucemia
tristeza;leucemia
confianza;dique
positivo;nivel
confianza;nivel
positivo;apalancamiento
negativo;exacción
desagrado;lascivo
negativo;lascivo
negativo;enlace
desagrado;mentiroso
negativo;mentiroso
ira;difamación
miedo;difamación
negativo;difamación
confianza;difamación
negativo;liberal
positivo;liberal
ira;liberar
anticipacion;liberar
alegría;liberar
positivo;liberar
sorpresa;liberar
confianza;liberar
anticipacion;liberación
alegría;liberación
positivo;liberación
sorpresa;liberación
anticipacion;libertad
alegría;libertad
positivo;libertad
sorpresa;libertad
confianza;libertad
positivo;biblioteca
desagrado;lamer
negativo;lamer
ira;mentira
desagrado;mentira
negativo;mentira
tristeza;mentira
confianza;teniente
positivo;alma
miedo;sin vida
negativo;sin vida
tristeza;sin vida
positivo;faro
ira;relámpago
miedo;relámpago
sorpresa;relámpago
alegría;gusto
positivo;gusto
confianza;gusto
ira;limitado
negativo;limitado
tristeza;limitado
negativo;cojear
miedo;líneas
anticipacion;persistir
positivo;lingüista
confianza;lingüista
negativo;hilas
miedo;león
positivo;león
ira;espíritu
alegría;espíritu
negativo;espíritu
tristeza;espíritu
negativo;apático
tristeza;apático
positivo;ágil
negativo;litigante
ira;litigar
anticipacion;litigar
desagrado;litigar
miedo;litigar
negativo;litigar
tristeza;litigar
negativo;litigio
ira;litigioso
desagrado;litigioso
negativo;litigioso
negativo;camada
ira;lívido
desagrado;lívido
negativo;lívido
negativo;pan
negativo;mocasín
ira;poco dispuesto
negativo;poco dispuesto
ira;detestar
desagrado;detestar
negativo;detestar
desagrado;aversión
negativo;aversión
ira;repugnante
desagrado;repugnante
negativo;repugnante
negativo;cabildero
anticipacion;localizar
miedo;cárcel
negativo;cárcel
tristeza;cárcel
miedo;langosta
negativo;langosta
confianza;alojamiento
negativo;elevado
positivo;lógico
tristeza;solitario
miedo;soledad
negativo;soledad
tristeza;soledad
ira;solitario
desagrado;solitario
miedo;solitario
negativo;solitario
tristeza;solitario
negativo;solitario
tristeza;solitario
anticipacion;largo
positivo;longevidad
anticipacion;nostalgia
tristeza;nostalgia
desagrado;lavabo
negativo;lavabo
anticipacion;telar
miedo;telar
negativo;telar
desagrado;somorgujo
negativo;somorgujo
negativo;loco
negativo;botín
desagrado;señor
negativo;señor
positivo;señor
confianza;señor
positivo;señorío
ira;perder
desagrado;perder
miedo;perder
negativo;perder
tristeza;perder
sorpresa;perder
ira;perdiendo
negativo;perdiendo
tristeza;perdiendo
ira;pérdida
miedo;pérdida
negativo;pérdida
tristeza;pérdida
negativo;perdió
tristeza;perdió
anticipacion;lotería
ira;volumen
negativo;volumen
negativo;salón
desagrado;piojo
negativo;piojo
alegría;amable
positivo;amable
confianza;amable
alegría;amor
positivo;amor
anticipacion;encantador
alegría;encantador
positivo;encantador
tristeza;encantador
sorpresa;encantador
confianza;encantador
alegría;haciendo el amor
positivo;haciendo el amor
confianza;haciendo el amor
anticipacion;amante
alegría;amante
positivo;amante
confianza;amante
alegría;amoroso
positivo;amoroso
confianza;amoroso
negativo;inferior
tristeza;inferior
negativo;encapotado
negativo;más bajo
tristeza;más bajo
negativo;Tierras Bajas
negativo;humilde
tristeza;humilde
miedo;leal
alegría;leal
positivo;leal
sorpresa;leal
confianza;leal
positivo;lealtad
confianza;lealtad
anticipacion;suerte
alegría;suerte
positivo;suerte
sorpresa;suerte
alegría;suerte
positivo;suerte
sorpresa;suerte
negativo;ridículo
anticipacion;calma
negativo;pesado
negativo;terrón
desagrado;aterronado
negativo;aterronado
ira;locura
desagrado;locura
miedo;locura
negativo;locura
tristeza;locura
ira;lunático
desagrado;lunático
miedo;lunático
negativo;lunático
sorpresa;estocada
negativo;estacada
negativo;señuelo
desagrado;espeluznante
negativo;espeluznante
negativo;Acechar
negativo;alfombrilla de ratón
anticipacion;delicioso
alegría;delicioso
positivo;delicioso
desagrado;lozano
negativo;lozano
tristeza;lozano
anticipacion;lujuria
negativo;lujuria
alegría;lustre
positivo;lustre
negativo;libidinoso
positivo;lustroso
desagrado;fuerte
positivo;exuberante
alegría;lujoso
positivo;lujoso
alegría;lujo
positivo;lujo
ira;acostado
desagrado;acostado
negativo;acostado
ira;linchar
desagrado;linchar
miedo;linchar
negativo;linchar
tristeza;linchar
alegría;lira
positivo;lira
alegría;lírico
positivo;lírico
miedo;Mazo
negativo;Mazo
confianza;máquina
ira;enojado
desagrado;enojado
miedo;enojado
negativo;enojado
tristeza;enojado
ira;enloquecer
miedo;enloquecer
negativo;enloquecer
ira;loco
miedo;loco
negativo;loco
ira;Locura
miedo;Locura
negativo;Locura
miedo;mafia
negativo;mafia
miedo;mago
desagrado;gusano
negativo;gusano
anticipacion;mágico
alegría;mágico
positivo;mágico
sorpresa;mágico
sorpresa;mago
positivo;imán
confianza;imán
positivo;magnetismo
positivo;magnetita
anticipacion;magnificencia
alegría;magnificencia
positivo;magnificencia
confianza;magnificencia
anticipacion;magnífico
alegría;magnífico
positivo;magnífico
sorpresa;magnífico
confianza;magnífico
positivo;doncella
anticipacion;correo
positivo;principal
positivo;pilar
confianza;pilar
confianza;mantenimiento
anticipacion;majestuoso
alegría;majestuoso
positivo;majestuoso
sorpresa;majestuoso
confianza;majestuoso
positivo;majestad
confianza;majestad
positivo;mayor
alegría;mayoria
positivo;mayoria
confianza;mayoria
negativo;improvisado
negativo;enfermedad
negativo;malestar
tristeza;malestar
desagrado;malaria
miedo;malaria
negativo;malaria
tristeza;malaria
ira;malévolo
desagrado;malévolo
miedo;malévolo
negativo;malévolo
tristeza;malévolo
desagrado;crimen
negativo;crimen
negativo;malformación
ira;malicia
miedo;malicia
negativo;malicia
ira;malicioso
desagrado;malicioso
miedo;malicioso
negativo;malicioso
tristeza;malicioso
ira;maligno
desagrado;maligno
negativo;maligno
miedo;malignidad
negativo;malignidad
tristeza;malignidad
ira;maligno
miedo;maligno
negativo;maligno
ira;negligencia profesional
negativo;negligencia profesional
confianza;mamá
positivo;gestionar
confianza;gestionar
positivo;administración
confianza;administración
miedo;mandamus
negativo;mandamus
positivo;mandarín
confianza;mandarín
desagrado;sarna
miedo;sarna
negativo;sarna
ira;mutilar
desagrado;mutilar
miedo;mutilar
negativo;mutilar
tristeza;mutilar
positivo;virilidad
negativo;manía
ira;maníaco
miedo;maníaco
negativo;maníaco
negativo;maníaco
miedo;manifestación
positivo;manifestado
negativo;manipular
ira;manipulación
miedo;manipulación
negativo;manipulación
positivo;varonil
positivo;maná
positivo;amanerado
positivo;modales
ira;homicidio involuntario
desagrado;homicidio involuntario
miedo;homicidio involuntario
negativo;homicidio involuntario
tristeza;homicidio involuntario
sorpresa;homicidio involuntario
confianza;manual
positivo;fabricante
desagrado;estiércol
negativo;estiércol
negativo;mar
positivo;marzo
negativo;margen
tristeza;margen
confianza;marina
positivo;marcado
positivo;comerciable
negativo;granate
positivo;marqués
anticipacion;matrimonio
alegría;matrimonio
positivo;matrimonio
confianza;matrimonio
alegría;médula
positivo;médula
confianza;médula
anticipacion;casar
miedo;casar
alegría;casar
positivo;casar
sorpresa;casar
confianza;casar
positivo;mariscal
confianza;mariscal
ira;marcial
negativo;martingala
miedo;mártir
negativo;mártir
tristeza;mártir
miedo;martirio
negativo;martirio
tristeza;martirio
positivo;maravilla
sorpresa;maravilla
alegría;maravilloso
positivo;maravilloso
alegría;maravillosamente
positivo;maravillosamente
positivo;masculino
ira;masoquismo
desagrado;masoquismo
miedo;masoquismo
negativo;masoquismo
ira;masacre
desagrado;masacre
miedo;masacre
negativo;masacre
tristeza;masacre
alegría;masaje
positivo;masaje
positivo;Maestro
alegría;obra maestra
positivo;obra maestra
ira;maestría
alegría;maestría
positivo;maestría
confianza;maestría
anticipacion;casamentero
positivo;compañero
confianza;compañero
negativo;materialismo
desagrado;materialista
negativo;materialista
anticipacion;materno
negativo;materno
positivo;materno
confianza;matemático
anticipacion;matrimonio
alegría;matrimonio
positivo;matrimonio
confianza;matrimonio
positivo;matrona
confianza;matrona
tristeza;mausoleo
confianza;máxima
positivo;máximo
positivo;alcalde
positivo;prado
negativo;serpenteante
negativo;sin sentido
tristeza;sin sentido
desagrado;sarampión
miedo;sarampión
negativo;sarampión
tristeza;sarampión
confianza;medida
positivo;Medido
confianza;Medido
anticipacion;medalla
alegría;medalla
positivo;medalla
sorpresa;medalla
confianza;medalla
ira;entrometerse
negativo;entrometerse
anticipacion;mediar
positivo;mediar
confianza;mediar
positivo;mediación
anticipacion;mediador
positivo;mediador
confianza;mediador
anticipacion;médico
miedo;médico
positivo;médico
confianza;médico
negativo;mediocre
negativo;mediocridad
anticipacion;meditar
alegría;meditar
positivo;meditar
confianza;meditar
positivo;Mediterráneo
positivo;popurrí
tristeza;manso
negativo;melancólico
tristeza;melancólico
negativo;melancolía
tristeza;melancolía
miedo;pelea confusa
negativo;pelea confusa
ira;melodrama
negativo;melodrama
tristeza;melodrama
negativo;fusión de un reactor
tristeza;fusión de un reactor
positivo;recuerdo
alegría;memorable
positivo;memorable
sorpresa;memorable
confianza;memorable
tristeza;memoriales
ira;amenaza
miedo;amenaza
negativo;amenaza
ira;amenazador
miedo;amenazador
negativo;amenazador
positivo;ropa de repaso
negativo;servil
positivo;menstruo
positivo;mentor
confianza;mentor
miedo;mercenario
negativo;mercenario
confianza;comerciante
positivo;misericordioso
miedo;despiadado
negativo;despiadado
positivo;misericordia
anticipacion;unir
positivo;unir
positivo;mérito
confianza;mérito
alegría;meritorio
positivo;meritorio
confianza;meritorio
alegría;alegría
positivo;alegría
sorpresa;alegría
alegría;alegre
positivo;alegre
desagrado;lío
negativo;lío
confianza;Mensajero
desagrado;sucio
negativo;sucio
negativo;metástasis
negativo;metanol
positivo;metropolitano
positivo;brío
confianza;microscopio
positivo;microscopía
anticipacion;Partera
alegría;Partera
negativo;Partera
positivo;Partera
confianza;Partera
positivo;partería
ira;poderoso
miedo;poderoso
alegría;poderoso
positivo;poderoso
confianza;poderoso
desagrado;moho
negativo;moho
miedo;militar
ira;milicia
miedo;milicia
negativo;milicia
tristeza;milicia
anticipacion;molino
positivo;mímica
negativo;mimetismo
sorpresa;mimetismo
positivo;consciente de
positivo;atención plena
negativo;minimizar
negativo;mínimo
alegría;ministerio
positivo;ministerio
confianza;ministerio
negativo;minoría
anticipacion;milagro
alegría;milagro
positivo;milagro
sorpresa;milagro
confianza;milagro
alegría;milagroso
positivo;milagroso
sorpresa;milagroso
desagrado;fango
negativo;fango
alegría;alegría
positivo;alegría
ira;mal comportamiento
desagrado;mal comportamiento
negativo;mal comportamiento
sorpresa;mal comportamiento
miedo;aborto espontáneo
negativo;aborto espontáneo
tristeza;aborto espontáneo
negativo;travesura
negativo;dañoso
ira;Idea equivocada
desagrado;Idea equivocada
miedo;Idea equivocada
negativo;Idea equivocada
desagrado;mala conducta
negativo;mala conducta
ira;miserable
desagrado;miserable
negativo;miserable
tristeza;miserable
negativo;tristemente
tristeza;tristemente
ira;miseria
desagrado;miseria
miedo;miseria
negativo;miseria
tristeza;miseria
miedo;desgracia
negativo;desgracia
tristeza;desgracia
desagrado;equivocado
negativo;equivocado
desagrado;percance
miedo;percance
negativo;percance
tristeza;percance
sorpresa;percance
negativo;mala interpretación
ira;engañar
miedo;engañar
negativo;engañar
confianza;engañar
ira;engañoso
desagrado;engañoso
negativo;engañoso
negativo;mala administración
negativo;discordancia
negativo;nombre equivocado
ira;perder
desagrado;perder
negativo;perder
negativo;fuera de lugar
negativo;falsificar
negativo;tergiversación
tristeza;tergiversación
ira;tergiversado
negativo;tergiversado
miedo;misil
miedo;desaparecido
negativo;desaparecido
tristeza;desaparecido
positivo;misionero
ira;declaración errónea
desagrado;declaración errónea
negativo;declaración errónea
negativo;Error
tristeza;Error
miedo;equivocado
negativo;equivocado
ira;amante
desagrado;amante
negativo;amante
desagrado;desconfianza
miedo;desconfianza
negativo;desconfianza
negativo;entender mal
ira;malentendido
negativo;malentendido
tristeza;malentendido
negativo;mal uso
desagrado;Pizca
negativo;Pizca
miedo;gemido
tristeza;gemido
confianza;foso
ira;multitud
miedo;multitud
negativo;multitud
anticipacion;móvil
desagrado;mofa
negativo;mofa
ira;burlón
desagrado;burlón
negativo;burlón
tristeza;burlón
positivo;modelo
positivo;moderar
positivo;moderador
confianza;moderador
positivo;modesto
confianza;modesto
positivo;modestia
sorpresa;modificar
ira;acoso
desagrado;acoso
miedo;acoso
negativo;acoso
tristeza;acoso
anticipacion;impulso
positivo;impulso
anticipacion;monetario
positivo;monetario
ira;dinero
anticipacion;dinero
alegría;dinero
positivo;dinero
sorpresa;dinero
confianza;dinero
positivo;monje
confianza;monje
desagrado;monocromo
negativo;monocromo
confianza;monogamia
negativo;monopolista
negativo;monzón
tristeza;monzón
miedo;monstruo
negativo;monstruo
ira;monstruosidad
desagrado;monstruosidad
miedo;monstruosidad
negativo;monstruosidad
sorpresa;monstruosidad
positivo;Monumento
ira;temperamental
negativo;temperamental
tristeza;temperamental
confianza;amarras
negativo;discutible
ira;moral
positivo;moral
confianza;moral
positivo;moralidad
confianza;moralidad
ira;moralidad
anticipacion;moralidad
desagrado;moralidad
alegría;moralidad
positivo;moralidad
sorpresa;moralidad
confianza;moralidad
negativo;mórbido
tristeza;mórbido
ira;morbosidad
desagrado;morbosidad
miedo;morbosidad
negativo;morbosidad
tristeza;morbosidad
desagrado;morgue
miedo;morgue
negativo;morgue
tristeza;morgue
negativo;moribundo
tristeza;moribundo
anticipacion;alborada
negativo;idiota
negativo;imbécil
anticipacion;día siguiente
negativo;bocado
negativo;mortal
ira;mortalidad
miedo;mortalidad
negativo;mortalidad
tristeza;mortalidad
positivo;mortero
miedo;hipoteca
confianza;acreedor hipotecario
miedo;deudor hipotecario
anticipacion;mortificación
desagrado;mortificación
miedo;mortificación
negativo;mortificación
tristeza;mortificación
miedo;mortuorio
negativo;mortuorio
tristeza;mortuorio
ira;mezquita
ira;mosquito
desagrado;mosquito
negativo;mosquito
anticipacion;madre
alegría;madre
negativo;madre
positivo;madre
tristeza;madre
confianza;madre
alegría;maternidad
positivo;maternidad
confianza;maternidad
anticipacion;movimiento
positivo;motivo
anticipacion;montaña
negativo;llorar
tristeza;llorar
ira;triste
miedo;triste
negativo;triste
tristeza;triste
negativo;luto
tristeza;luto
sorpresa;boca
desagrado;bocado
positivo;móvil
positivo;agente de mudanzas
desagrado;estiércol
negativo;estiércol
desagrado;mucoso
desagrado;moco
negativo;barro
negativo;confusión
negativo;confundido
desagrado;lodoso
negativo;lodoso
ira;manguito
desagrado;manguito
negativo;manguito
ira;jarra
miedo;jarra
negativo;jarra
positivo;jarra
tristeza;jarra
ira;mula
negativo;mula
confianza;mula
miedo;mamá
negativo;mamá
negativo;mascullar
negativo;paperas
ira;asesinato
desagrado;asesinato
miedo;asesinato
negativo;asesinato
tristeza;asesinato
sorpresa;asesinato
ira;asesino
desagrado;asesino
miedo;asesino
negativo;asesino
tristeza;asesino
ira;asesino
desagrado;asesino
miedo;asesino
negativo;asesino
tristeza;asesino
sorpresa;asesino
desagrado;turbio
negativo;turbio
tristeza;turbio
positivo;muscular
alegría;música
positivo;música
tristeza;música
ira;musical
anticipacion;musical
alegría;musical
positivo;musical
tristeza;musical
sorpresa;musical
confianza;musical
miedo;mosquete
negativo;chafar
desagrado;rancio
negativo;rancio
anticipacion;mudable
positivo;mudable
negativo;mutante
desagrado;mutilado
negativo;mutilado
ira;mutilación
desagrado;mutilación
miedo;mutilación
negativo;mutilación
tristeza;mutilación
ira;motín
desagrado;motín
miedo;motín
negativo;motín
sorpresa;motín
ira;murmurar
negativo;murmurar
positivo;mutuo
miedo;bozal
negativo;bozal
ira;miopía
negativo;miopía
tristeza;miopía
anticipacion;misterioso
miedo;misterioso
sorpresa;misterioso
anticipacion;misterio
sorpresa;misterio
sorpresa;místico
negativo;coger
sorpresa;coger
negativo;nadir
ira;rocín
negativo;rocín
negativo;ingenuo
desagrado;sin nombre
negativo;sin nombre
alegría;siesta
positivo;siesta
tristeza;servilleta
desagrado;pañal
negativo;pañal
negativo;narcótico
anticipacion;naciente
ira;asqueroso
desagrado;asqueroso
miedo;asqueroso
negativo;asqueroso
tristeza;asqueroso
confianza;nación
positivo;naturalista
negativo;travieso
desagrado;náusea
negativo;náusea
desagrado;nauseabundo
negativo;nauseabundo
tristeza;nauseabundo
anticipacion;navegable
positivo;navegable
anticipacion;navegador
confianza;navegador
negativo;no
positivo;pulcramente
tristeza;necesidad
positivo;néctar
negativo;necesario
positivo;aguja
negativo;necesitado
desagrado;vil
miedo;vil
negativo;vil
tristeza;vil
sorpresa;vil
ira;negación
negativo;negación
negativo;negativo
tristeza;negativo
negativo;negligencia
ira;descuidado
desagrado;descuidado
negativo;descuidado
tristeza;descuidado
negativo;descuidar
negativo;negligencia
negativo;negligente
negativo;negligentemente
positivo;negociar
confianza;negociar
positivo;negociador
negativo;negro
tristeza;negro
anticipacion;vecino
positivo;vecino
confianza;vecino
anticipacion;barrio
ira;nepotismo
desagrado;nepotismo
negativo;nepotismo
tristeza;nepotismo
positivo;nervio
anticipacion;nervioso
miedo;nervioso
negativo;nervioso
miedo;nerviosismo
confianza;nido
positivo;hacerse un nido
confianza;hacerse un nido
ira;inferior
miedo;inferior
negativo;inferior
tristeza;inferior
ira;ortiga
desagrado;ortiga
negativo;ortiga
anticipacion;red
miedo;neuralgia
negativo;neuralgia
tristeza;neuralgia
miedo;neurosis
negativo;neurosis
tristeza;neurosis
desagrado;neurótico
miedo;neurótico
negativo;neurótico
anticipacion;neutral
confianza;neutral
confianza;neutralidad
miedo;recién llegado
sorpresa;recién llegado
desagrado;nicotina
negativo;nicotina
negativo;negro
miedo;pesadilla
negativo;pesadilla
negativo;nihilismo
anticipacion;nobleza
positivo;nobleza
confianza;nobleza
positivo;noble
confianza;noble
positivo;noble
confianza;noble
negativo;ruido
ira;ruidoso
negativo;ruidoso
positivo;nominación
ira;incumplimiento
anticipacion;incumplimiento
miedo;incumplimiento
negativo;incumplimiento
tristeza;incumplimiento
negativo;disparates
negativo;absurdo
tristeza;absurdo
negativo;lazo
tristeza;lazo
positivo;normalidad
desagrado;nariz
alegría;Incapaz
positivo;Incapaz
confianza;Incapaz
positivo;notables
confianza;notario
positivo;célebre
negativo;nada
tristeza;nada
anticipacion;notificación
positivo;noción
ira;notoriedad
desagrado;notoriedad
miedo;notoriedad
negativo;notoriedad
positivo;notoriedad
positivo;alimento
desagrado;nocivo
miedo;nocivo
negativo;nocivo
ira;molestia
negativo;molestia
negativo;nul
negativo;anular
sorpresa;anular
negativo;entumecido
positivo;números
negativo;entumecimiento
tristeza;entumecimiento
negativo;monja
confianza;monja
positivo;enfermera
confianza;enfermera
alegría;guardería
positivo;guardería
confianza;guardería
ira;nutrir
anticipacion;nutrir
desagrado;nutrir
miedo;nutrir
alegría;nutrir
positivo;nutrir
confianza;nutrir
positivo;nutritivo
tristeza;nutritivo
negativo;zoquete
positivo;roble
anticipacion;oasis
alegría;oasis
positivo;oasis
confianza;oasis
positivo;juramento
confianza;juramento
positivo;obediencia
confianza;obediencia
desagrado;obeso
negativo;obeso
desagrado;obesidad
negativo;obesidad
tristeza;obesidad
miedo;obedecer
confianza;obedecer
desagrado;obi
miedo;obi
negativo;obi
negativo;obituar
tristeza;obituar
sorpresa;obituar
negativo;obituario
tristeza;obituario
ira;objeción
negativo;objeción
negativo;objetable
anticipacion;objetivo
positivo;objetivo
confianza;objetivo
negativo;obligar
confianza;obligar
ira;servicial
anticipacion;servicial
desagrado;servicial
miedo;servicial
alegría;servicial
positivo;servicial
sorpresa;servicial
confianza;servicial
miedo;deudor
negativo;deudor
ira;obliterar
miedo;obliterar
negativo;obliterar
tristeza;obliterar
ira;borrado
miedo;borrado
negativo;borrado
miedo;obliteración
negativo;obliteración
tristeza;obliteración
ira;olvido
miedo;olvido
negativo;olvido
ira;desagradable
desagrado;desagradable
negativo;desagradable
tristeza;desagradable
desagrado;obsceno
negativo;obsceno
ira;obscenidad
desagrado;obscenidad
negativo;obscenidad
negativo;oscuridad
positivo;observante
ira;obstáculo
miedo;obstáculo
negativo;obstáculo
tristeza;obstáculo
confianza;obstetra
negativo;obstinado
ira;obstruir
miedo;obstruir
negativo;obstruir
negativo;obstrucción
ira;obstructivo
negativo;obstructivo
alegría;asequible
positivo;asequible
negativo;obtuso
positivo;obvio
confianza;obvio
sorpresa;ocasional
desagrado;oculto
miedo;oculto
negativo;oculto
positivo;ocupante
confianza;ocupante
positivo;ocupación
positivo;ocupar
desagrado;pulpo
desagrado;rareza
negativo;rareza
tristeza;rareza
sorpresa;rareza
ira;odioso
desagrado;odioso
miedo;odioso
negativo;odioso
negativo;olor
ira;ofender
